"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","DEST_AIRPORT_ID","DEST","MONTH",
"AS","Alaska Airlines Inc.",14057,"PDX",10423,"AUS",2,
"AS","Alaska Airlines Inc.",14057,"PDX",14908,"SNA",2,
"AS","Alaska Airlines Inc.",14057,"PDX",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14057,"PDX",12758,"KOA",2,
"AS","Alaska Airlines Inc.",14057,"PDX",11278,"DCA",2,
"AS","Alaska Airlines Inc.",14057,"PDX",12478,"JFK",2,
"AS","Alaska Airlines Inc.",14057,"PDX",13204,"MCO",2,
"AS","Alaska Airlines Inc.",13342,"MKE",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10140,"ABQ",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12339,"IND",14747,"SEA",2,
"AS","Alaska Airlines Inc.",11259,"DAL",13495,"MSY",2,
"AS","Alaska Airlines Inc.",14492,"RDU",14747,"SEA",2,
"AS","Alaska Airlines Inc.",13830,"OGG",13891,"ONT",2,
"AS","Alaska Airlines Inc.",13830,"OGG",14893,"SMF",2,
"AS","Alaska Airlines Inc.",13830,"OGG",13796,"OAK",2,
"AS","Alaska Airlines Inc.",13830,"OGG",14679,"SAN",2,
"AS","Alaska Airlines Inc.",13830,"OGG",14747,"SEA",2,
"AS","Alaska Airlines Inc.",13830,"OGG",14057,"PDX",2,
"AS","Alaska Airlines Inc.",13830,"OGG",12892,"LAX",2,
"AS","Alaska Airlines Inc.",13830,"OGG",14831,"SJC",2,
"AS","Alaska Airlines Inc.",13830,"OGG",14771,"SFO",2,
"AS","Alaska Airlines Inc.",13830,"OGG",10299,"ANC",2,
"AS","Alaska Airlines Inc.",12173,"HNL",13796,"OAK",2,
"AS","Alaska Airlines Inc.",12173,"HNL",14679,"SAN",2,
"AS","Alaska Airlines Inc.",12173,"HNL",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12173,"HNL",14057,"PDX",2,
"AS","Alaska Airlines Inc.",12173,"HNL",12892,"LAX",2,
"AS","Alaska Airlines Inc.",12173,"HNL",14831,"SJC",2,
"AS","Alaska Airlines Inc.",12173,"HNL",14771,"SFO",2,
"AS","Alaska Airlines Inc.",12173,"HNL",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14100,"PHL",14747,"SEA",2,
"AS","Alaska Airlines Inc.",13495,"MSY",14747,"SEA",2,
"AS","Alaska Airlines Inc.",13495,"MSY",14771,"SFO",2,
"AS","Alaska Airlines Inc.",14122,"PIT",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12264,"IAD",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12264,"IAD",12892,"LAX",2,
"AS","Alaska Airlines Inc.",12264,"IAD",14771,"SFO",2,
"AS","Alaska Airlines Inc.",11298,"DFW",14747,"SEA",2,
"AS","Alaska Airlines Inc.",11298,"DFW",14057,"PDX",2,
"AS","Alaska Airlines Inc.",10693,"BNA",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10397,"ATL",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10165,"ADK",10299,"ANC",2,
"AS","Alaska Airlines Inc.",10170,"ADQ",10299,"ANC",2,
"AS","Alaska Airlines Inc.",10551,"BET",10299,"ANC",2,
"AS","Alaska Airlines Inc.",12892,"LAX",13930,"ORD",2,
"AS","Alaska Airlines Inc.",12892,"LAX",11618,"EWR",2,
"AS","Alaska Airlines Inc.",12892,"LAX",12889,"LAS",2,
"AS","Alaska Airlines Inc.",12892,"LAX",10821,"BWI",2,
"AS","Alaska Airlines Inc.",12892,"LAX",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12892,"LAX",16101,"YKM",2,
"AS","Alaska Airlines Inc.",12892,"LAX",14057,"PDX",2,
"AS","Alaska Airlines Inc.",12892,"LAX",12173,"HNL",2,
"AS","Alaska Airlines Inc.",12892,"LAX",13830,"OGG",2,
"AS","Alaska Airlines Inc.",12892,"LAX",12264,"IAD",2,
"AS","Alaska Airlines Inc.",12892,"LAX",14831,"SJC",2,
"AS","Alaska Airlines Inc.",12892,"LAX",11697,"FLL",2,
"AS","Alaska Airlines Inc.",12892,"LAX",10721,"BOS",2,
"AS","Alaska Airlines Inc.",12892,"LAX",14771,"SFO",2,
"AS","Alaska Airlines Inc.",12892,"LAX",10299,"ANC",2,
"AS","Alaska Airlines Inc.",12892,"LAX",11278,"DCA",2,
"AS","Alaska Airlines Inc.",12892,"LAX",12478,"JFK",2,
"AS","Alaska Airlines Inc.",10754,"BRW",11630,"FAI",2,
"AS","Alaska Airlines Inc.",10754,"BRW",10299,"ANC",2,
"AS","Alaska Airlines Inc.",11697,"FLL",14747,"SEA",2,
"AS","Alaska Airlines Inc.",11697,"FLL",12892,"LAX",2,
"AS","Alaska Airlines Inc.",11697,"FLL",14771,"SFO",2,
"AS","Alaska Airlines Inc.",11630,"FAI",14747,"SEA",2,
"AS","Alaska Airlines Inc.",11630,"FAI",14709,"SCC",2,
"AS","Alaska Airlines Inc.",11630,"FAI",10299,"ANC",2,
"AS","Alaska Airlines Inc.",12523,"JNU",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12523,"JNU",14828,"SIT",2,
"AS","Alaska Airlines Inc.",12523,"JNU",10299,"ANC",2,
"AS","Alaska Airlines Inc.",12523,"JNU",10926,"CDV",2,
"AS","Alaska Airlines Inc.",12523,"JNU",12819,"KTN",2,
"AS","Alaska Airlines Inc.",12523,"JNU",14256,"PSG",2,
"AS","Alaska Airlines Inc.",12523,"JNU",15841,"WRG",2,
"AS","Alaska Airlines Inc.",12523,"JNU",15991,"YAK",2,
"AS","Alaska Airlines Inc.",13873,"OME",13970,"OTZ",2,
"AS","Alaska Airlines Inc.",13873,"OME",10299,"ANC",2,
"AS","Alaska Airlines Inc.",10721,"BOS",14679,"SAN",2,
"AS","Alaska Airlines Inc.",10721,"BOS",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10721,"BOS",14057,"PDX",2,
"AS","Alaska Airlines Inc.",10721,"BOS",12892,"LAX",2,
"AS","Alaska Airlines Inc.",10721,"BOS",14831,"SJC",2,
"AS","Alaska Airlines Inc.",10721,"BOS",14771,"SFO",2,
"AS","Alaska Airlines Inc.",13970,"OTZ",13873,"OME",2,
"AS","Alaska Airlines Inc.",13970,"OTZ",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14831,"SJC",11618,"EWR",2,
"AS","Alaska Airlines Inc.",14831,"SJC",14679,"SAN",2,
"AS","Alaska Airlines Inc.",14831,"SJC",14747,"SEA",2,
"AS","Alaska Airlines Inc.",14831,"SJC",14057,"PDX",2,
"AS","Alaska Airlines Inc.",14831,"SJC",12173,"HNL",2,
"AS","Alaska Airlines Inc.",14831,"SJC",13830,"OGG",2,
"AS","Alaska Airlines Inc.",14831,"SJC",12982,"LIH",2,
"AS","Alaska Airlines Inc.",14831,"SJC",10423,"AUS",2,
"AS","Alaska Airlines Inc.",14831,"SJC",12758,"KOA",2,
"AS","Alaska Airlines Inc.",14107,"PHX",14747,"SEA",2,
"AS","Alaska Airlines Inc.",14107,"PHX",14057,"PDX",2,
"AS","Alaska Airlines Inc.",14107,"PHX",14771,"SFO",2,
"AS","Alaska Airlines Inc.",14107,"PHX",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14709,"SCC",10754,"BRW",2,
"AS","Alaska Airlines Inc.",14709,"SCC",11630,"FAI",2,
"AS","Alaska Airlines Inc.",14709,"SCC",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14828,"SIT",14747,"SEA",2,
"AS","Alaska Airlines Inc.",14828,"SIT",12523,"JNU",2,
"AS","Alaska Airlines Inc.",14828,"SIT",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14828,"SIT",12819,"KTN",2,
"AS","Alaska Airlines Inc.",10800,"BUR",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10800,"BUR",14057,"PDX",2,
"AS","Alaska Airlines Inc.",14771,"SFO",13930,"ORD",2,
"AS","Alaska Airlines Inc.",14771,"SFO",11618,"EWR",2,
"AS","Alaska Airlines Inc.",14771,"SFO",12889,"LAS",2,
"AS","Alaska Airlines Inc.",14771,"SFO",14679,"SAN",2,
"AS","Alaska Airlines Inc.",14771,"SFO",14747,"SEA",2,
"AS","Alaska Airlines Inc.",14771,"SFO",14057,"PDX",2,
"AS","Alaska Airlines Inc.",14771,"SFO",12173,"HNL",2,
"AS","Alaska Airlines Inc.",14771,"SFO",13830,"OGG",2,
"AS","Alaska Airlines Inc.",14771,"SFO",13495,"MSY",2,
"AS","Alaska Airlines Inc.",14771,"SFO",12264,"IAD",2,
"AS","Alaska Airlines Inc.",14771,"SFO",12892,"LAX",2,
"AS","Alaska Airlines Inc.",14771,"SFO",11697,"FLL",2,
"AS","Alaska Airlines Inc.",14771,"SFO",10721,"BOS",2,
"AS","Alaska Airlines Inc.",14771,"SFO",14107,"PHX",2,
"AS","Alaska Airlines Inc.",14771,"SFO",10423,"AUS",2,
"AS","Alaska Airlines Inc.",14771,"SFO",12758,"KOA",2,
"AS","Alaska Airlines Inc.",14771,"SFO",11278,"DCA",2,
"AS","Alaska Airlines Inc.",14771,"SFO",12478,"JFK",2,
"AS","Alaska Airlines Inc.",14771,"SFO",13204,"MCO",2,
"AS","Alaska Airlines Inc.",12982,"LIH",13796,"OAK",2,
"AS","Alaska Airlines Inc.",12982,"LIH",14679,"SAN",2,
"AS","Alaska Airlines Inc.",12982,"LIH",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12982,"LIH",14057,"PDX",2,
"AS","Alaska Airlines Inc.",12982,"LIH",14831,"SJC",2,
"AS","Alaska Airlines Inc.",10423,"AUS",14679,"SAN",2,
"AS","Alaska Airlines Inc.",10423,"AUS",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10423,"AUS",14057,"PDX",2,
"AS","Alaska Airlines Inc.",10423,"AUS",14831,"SJC",2,
"AS","Alaska Airlines Inc.",10423,"AUS",14771,"SFO",2,
"AS","Alaska Airlines Inc.",10299,"ANC",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10299,"ANC",14057,"PDX",2,
"AS","Alaska Airlines Inc.",10299,"ANC",12173,"HNL",2,
"AS","Alaska Airlines Inc.",10299,"ANC",13830,"OGG",2,
"AS","Alaska Airlines Inc.",10299,"ANC",12892,"LAX",2,
"AS","Alaska Airlines Inc.",10299,"ANC",10165,"ADK",2,
"AS","Alaska Airlines Inc.",10299,"ANC",10170,"ADQ",2,
"AS","Alaska Airlines Inc.",10299,"ANC",10551,"BET",2,
"AS","Alaska Airlines Inc.",10299,"ANC",10754,"BRW",2,
"AS","Alaska Airlines Inc.",10299,"ANC",11630,"FAI",2,
"AS","Alaska Airlines Inc.",10299,"ANC",12523,"JNU",2,
"AS","Alaska Airlines Inc.",10299,"ANC",14107,"PHX",2,
"AS","Alaska Airlines Inc.",10299,"ANC",13873,"OME",2,
"AS","Alaska Airlines Inc.",10299,"ANC",13970,"OTZ",2,
"AS","Alaska Airlines Inc.",10299,"ANC",14709,"SCC",2,
"AS","Alaska Airlines Inc.",10299,"ANC",14828,"SIT",2,
"AS","Alaska Airlines Inc.",10299,"ANC",10299,"ANC",2,
"AS","Alaska Airlines Inc.",10299,"ANC",12758,"KOA",2,
"AS","Alaska Airlines Inc.",10299,"ANC",10926,"CDV",2,
"AS","Alaska Airlines Inc.",10299,"ANC",12819,"KTN",2,
"AS","Alaska Airlines Inc.",10299,"ANC",14256,"PSG",2,
"AS","Alaska Airlines Inc.",10299,"ANC",15841,"WRG",2,
"AS","Alaska Airlines Inc.",10299,"ANC",15991,"YAK",2,
"AS","Alaska Airlines Inc.",14908,"SNA",14747,"SEA",2,
"AS","Alaska Airlines Inc.",14908,"SNA",14057,"PDX",2,
"AS","Alaska Airlines Inc.",10926,"CDV",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10926,"CDV",12523,"JNU",2,
"AS","Alaska Airlines Inc.",10926,"CDV",10299,"ANC",2,
"AS","Alaska Airlines Inc.",10926,"CDV",15991,"YAK",2,
"AS","Alaska Airlines Inc.",12758,"KOA",14893,"SMF",2,
"AS","Alaska Airlines Inc.",12758,"KOA",13796,"OAK",2,
"AS","Alaska Airlines Inc.",12758,"KOA",14679,"SAN",2,
"AS","Alaska Airlines Inc.",12758,"KOA",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12758,"KOA",14057,"PDX",2,
"AS","Alaska Airlines Inc.",12758,"KOA",14831,"SJC",2,
"AS","Alaska Airlines Inc.",12758,"KOA",14771,"SFO",2,
"AS","Alaska Airlines Inc.",12758,"KOA",10299,"ANC",2,
"AS","Alaska Airlines Inc.",12819,"KTN",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12819,"KTN",12523,"JNU",2,
"AS","Alaska Airlines Inc.",12819,"KTN",14828,"SIT",2,
"AS","Alaska Airlines Inc.",12819,"KTN",10299,"ANC",2,
"AS","Alaska Airlines Inc.",12819,"KTN",14256,"PSG",2,
"AS","Alaska Airlines Inc.",12819,"KTN",15841,"WRG",2,
"AS","Alaska Airlines Inc.",14256,"PSG",14747,"SEA",2,
"AS","Alaska Airlines Inc.",14256,"PSG",12523,"JNU",2,
"AS","Alaska Airlines Inc.",14256,"PSG",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14256,"PSG",12819,"KTN",2,
"AS","Alaska Airlines Inc.",14256,"PSG",15841,"WRG",2,
"AS","Alaska Airlines Inc.",15841,"WRG",14747,"SEA",2,
"AS","Alaska Airlines Inc.",15841,"WRG",12523,"JNU",2,
"AS","Alaska Airlines Inc.",15841,"WRG",10299,"ANC",2,
"AS","Alaska Airlines Inc.",15841,"WRG",12819,"KTN",2,
"AS","Alaska Airlines Inc.",15841,"WRG",14256,"PSG",2,
"AS","Alaska Airlines Inc.",15991,"YAK",14747,"SEA",2,
"AS","Alaska Airlines Inc.",15991,"YAK",12523,"JNU",2,
"AS","Alaska Airlines Inc.",15991,"YAK",10299,"ANC",2,
"AS","Alaska Airlines Inc.",15991,"YAK",10926,"CDV",2,
"AS","Alaska Airlines Inc.",13198,"MCI",14747,"SEA",2,
"AS","Alaska Airlines Inc.",15376,"TUS",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10994,"CHS",14747,"SEA",2,
"AS","Alaska Airlines Inc.",11278,"DCA",14747,"SEA",2,
"AS","Alaska Airlines Inc.",11278,"DCA",14057,"PDX",2,
"AS","Alaska Airlines Inc.",11278,"DCA",12892,"LAX",2,
"AS","Alaska Airlines Inc.",11278,"DCA",14771,"SFO",2,
"AS","Alaska Airlines Inc.",12478,"JFK",12889,"LAS",2,
"AS","Alaska Airlines Inc.",12478,"JFK",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12478,"JFK",14057,"PDX",2,
"AS","Alaska Airlines Inc.",12478,"JFK",12892,"LAX",2,
"AS","Alaska Airlines Inc.",12478,"JFK",14771,"SFO",2,
"AS","Alaska Airlines Inc.",13204,"MCO",14679,"SAN",2,
"AS","Alaska Airlines Inc.",13204,"MCO",14747,"SEA",2,
"AS","Alaska Airlines Inc.",13204,"MCO",14057,"PDX",2,
"AS","Alaska Airlines Inc.",13204,"MCO",14771,"SFO",2,
"AS","Alaska Airlines Inc.",13851,"OKC",14747,"SEA",2,
"AS","Alaska Airlines Inc.",14747,"SEA",12523,"JNU",2,
"AS","Alaska Airlines Inc.",14747,"SEA",14828,"SIT",2,
"AS","Alaska Airlines Inc.",14747,"SEA",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14747,"SEA",12819,"KTN",2,
"AS","Alaska Airlines Inc.",14747,"SEA",14256,"PSG",2,
"AS","Alaska Airlines Inc.",10165,"ADK",10299,"ANC",2,
"AS","Alaska Airlines Inc.",10170,"ADQ",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10170,"ADQ",10299,"ANC",2,
"AS","Alaska Airlines Inc.",10551,"BET",10299,"ANC",2,
"AS","Alaska Airlines Inc.",10754,"BRW",10299,"ANC",2,
"AS","Alaska Airlines Inc.",12523,"JNU",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12523,"JNU",14828,"SIT",2,
"AS","Alaska Airlines Inc.",12523,"JNU",10299,"ANC",2,
"AS","Alaska Airlines Inc.",12523,"JNU",12819,"KTN",2,
"AS","Alaska Airlines Inc.",13873,"OME",10299,"ANC",2,
"AS","Alaska Airlines Inc.",13970,"OTZ",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14709,"SCC",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14828,"SIT",14747,"SEA",2,
"AS","Alaska Airlines Inc.",14828,"SIT",12523,"JNU",2,
"AS","Alaska Airlines Inc.",14828,"SIT",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14828,"SIT",12819,"KTN",2,
"AS","Alaska Airlines Inc.",10299,"ANC",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10299,"ANC",10165,"ADK",2,
"AS","Alaska Airlines Inc.",10299,"ANC",10170,"ADQ",2,
"AS","Alaska Airlines Inc.",10299,"ANC",10551,"BET",2,
"AS","Alaska Airlines Inc.",10299,"ANC",10754,"BRW",2,
"AS","Alaska Airlines Inc.",10299,"ANC",12523,"JNU",2,
"AS","Alaska Airlines Inc.",10299,"ANC",13873,"OME",2,
"AS","Alaska Airlines Inc.",10299,"ANC",13970,"OTZ",2,
"AS","Alaska Airlines Inc.",10299,"ANC",14709,"SCC",2,
"AS","Alaska Airlines Inc.",10299,"ANC",14828,"SIT",2,
"AS","Alaska Airlines Inc.",10299,"ANC",10926,"CDV",2,
"AS","Alaska Airlines Inc.",10299,"ANC",12819,"KTN",2,
"AS","Alaska Airlines Inc.",10299,"ANC",15991,"YAK",2,
"AS","Alaska Airlines Inc.",10926,"CDV",14747,"SEA",2,
"AS","Alaska Airlines Inc.",10926,"CDV",12523,"JNU",2,
"AS","Alaska Airlines Inc.",12819,"KTN",14747,"SEA",2,
"AS","Alaska Airlines Inc.",12819,"KTN",12523,"JNU",2,
"AS","Alaska Airlines Inc.",12819,"KTN",14828,"SIT",2,
"AS","Alaska Airlines Inc.",12819,"KTN",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14256,"PSG",14747,"SEA",2,
"AS","Alaska Airlines Inc.",15991,"YAK",14747,"SEA",2,
"AS","Alaska Airlines Inc.",14485,"RDB",10299,"ANC",2,
"AS","Alaska Airlines Inc.",14709,"SCC",10299,"ANC",2,
"AS","Alaska Airlines Inc.",10299,"ANC",14485,"RDB",2,
"AS","Alaska Airlines Inc.",10299,"ANC",14709,"SCC",2,
"AS","Alaska Airlines Inc.",11433,"DTW",13930,"ORD",1,
"AS","Alaska Airlines Inc.",11433,"DTW",14747,"SEA",1,
"AS","Alaska Airlines Inc.",13930,"ORD",14747,"SEA",1,
"AS","Alaska Airlines Inc.",13930,"ORD",14057,"PDX",1,
"AS","Alaska Airlines Inc.",13930,"ORD",12892,"LAX",1,
"AS","Alaska Airlines Inc.",13930,"ORD",14771,"SFO",1,
"AS","Alaska Airlines Inc.",13930,"ORD",10299,"ANC",1,
"AS","Alaska Airlines Inc.",15016,"STL",14747,"SEA",1,
"AS","Alaska Airlines Inc.",10713,"BOI",14747,"SEA",1,
"AS","Alaska Airlines Inc.",14683,"SAT",14747,"SEA",1,
"AS","Alaska Airlines Inc.",12266,"IAH",14747,"SEA",1,
"AS","Alaska Airlines Inc.",11066,"CMH",14747,"SEA",1,
"AS","Alaska Airlines Inc.",11618,"EWR",14679,"SAN",1,
"AS","Alaska Airlines Inc.",11618,"EWR",14747,"SEA",1,
"AS","Alaska Airlines Inc.",11618,"EWR",14057,"PDX",1,
"AS","Alaska Airlines Inc.",11618,"EWR",12892,"LAX",1,
"AS","Alaska Airlines Inc.",11618,"EWR",14831,"SJC",1,
"AS","Alaska Airlines Inc.",11618,"EWR",14771,"SFO",1,
"AS","Alaska Airlines Inc.",13891,"ONT",14747,"SEA",1,
"AS","Alaska Airlines Inc.",13891,"ONT",14057,"PDX",1,
"AS","Alaska Airlines Inc.",14262,"PSP",14747,"SEA",1,
"AS","Alaska Airlines Inc.",14262,"PSP",14057,"PDX",1,
"AS","Alaska Airlines Inc.",14689,"SBA",14747,"SEA",1,
"AS","Alaska Airlines Inc.",14893,"SMF",14747,"SEA",1,
"AS","Alaska Airlines Inc.",14893,"SMF",14057,"PDX",1,
"AS","Alaska Airlines Inc.",14893,"SMF",13830,"OGG",1,
"AS","Alaska Airlines Inc.",14893,"SMF",12758,"KOA",1,
"AS","Alaska Airlines Inc.",13871,"OMA",14747,"SEA",1,
"AS","Alaska Airlines Inc.",15304,"TPA",14747,"SEA",1,
"AS","Alaska Airlines Inc.",11292,"DEN",14747,"SEA",1,
"AS","Alaska Airlines Inc.",14869,"SLC",14747,"SEA",1,
"AS","Alaska Airlines Inc.",14869,"SLC",14057,"PDX",1,
"AS","Alaska Airlines Inc.",12889,"LAS",14747,"SEA",1,
"AS","Alaska Airlines Inc.",12889,"LAS",14057,"PDX",1,
"AS","Alaska Airlines Inc.",12889,"LAS",12892,"LAX",1,
"AS","Alaska Airlines Inc.",12889,"LAS",14831,"SJC",1,
"AS","Alaska Airlines Inc.",12889,"LAS",14771,"SFO",1,
"AS","Alaska Airlines Inc.",12889,"LAS",12478,"JFK",1,
"AS","Alaska Airlines Inc.",13796,"OAK",14747,"SEA",1,
"AS","Alaska Airlines Inc.",13796,"OAK",14057,"PDX",1,
"AS","Alaska Airlines Inc.",13796,"OAK",12173,"HNL",1,
"AS","Alaska Airlines Inc.",13796,"OAK",13830,"OGG",1,
"AS","Alaska Airlines Inc.",13796,"OAK",12982,"LIH",1,
"AS","Alaska Airlines Inc.",13796,"OAK",12758,"KOA",1,
"AS","Alaska Airlines Inc.",14679,"SAN",11618,"EWR",1,
"AS","Alaska Airlines Inc.",14679,"SAN",13487,"MSP",1,
"AS","Alaska Airlines Inc.",14679,"SAN",14747,"SEA",1,
"AS","Alaska Airlines Inc.",14679,"SAN",14057,"PDX",1,
"AS","Alaska Airlines Inc.",14679,"SAN",12173,"HNL",1,
"AS","Alaska Airlines Inc.",14679,"SAN",13830,"OGG",1,
"AS","Alaska Airlines Inc.",14679,"SAN",12892,"LAX",1,
"AS","Alaska Airlines Inc.",14679,"SAN",14831,"SJC",1,
"AS","Alaska Airlines Inc.",14679,"SAN",10721,"BOS",1,
"AS","Alaska Airlines Inc.",14679,"SAN",14771,"SFO",1,
"AS","Alaska Airlines Inc.",14679,"SAN",12982,"LIH",1,
"AS","Alaska Airlines Inc.",14679,"SAN",10423,"AUS",1,
"AS","Alaska Airlines Inc.",14679,"SAN",12758,"KOA",1,
"AS","Alaska Airlines Inc.",14679,"SAN",13204,"MCO",1,
"AS","Alaska Airlines Inc.",10821,"BWI",14747,"SEA",1,
"AS","Alaska Airlines Inc.",10821,"BWI",12892,"LAX",1,
"AS","Alaska Airlines Inc.",13487,"MSP",14679,"SAN",1,
"AS","Alaska Airlines Inc.",13487,"MSP",14747,"SEA",1,
"AS","Alaska Airlines Inc.",11884,"GEG",14747,"SEA",1,
"AS","Alaska Airlines Inc.",14570,"RNO",14747,"SEA",1,
"AS","Alaska Airlines Inc.",14747,"SEA",11433,"DTW",1,
"AS","Alaska Airlines Inc.",14747,"SEA",13930,"ORD",1,
"AS","Alaska Airlines Inc.",14747,"SEA",15016,"STL",1,
"AS","Alaska Airlines Inc.",14747,"SEA",10713,"BOI",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14683,"SAT",1,
"AS","Alaska Airlines Inc.",14747,"SEA",12266,"IAH",1,
"AS","Alaska Airlines Inc.",14747,"SEA",11066,"CMH",1,
"AS","Alaska Airlines Inc.",14747,"SEA",11618,"EWR",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14689,"SBA",1,
"AS","Alaska Airlines Inc.",14747,"SEA",13891,"ONT",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14262,"PSP",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14893,"SMF",1,
"AS","Alaska Airlines Inc.",14747,"SEA",13871,"OMA",1,
"AS","Alaska Airlines Inc.",14747,"SEA",15304,"TPA",1,
"AS","Alaska Airlines Inc.",14747,"SEA",11292,"DEN",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14869,"SLC",1,
"AS","Alaska Airlines Inc.",14747,"SEA",12889,"LAS",1,
"AS","Alaska Airlines Inc.",14747,"SEA",13796,"OAK",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14679,"SAN",1,
"AS","Alaska Airlines Inc.",14747,"SEA",10821,"BWI",1,
"AS","Alaska Airlines Inc.",14747,"SEA",13487,"MSP",1,
"AS","Alaska Airlines Inc.",14747,"SEA",11884,"GEG",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14570,"RNO",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14057,"PDX",1,
"AS","Alaska Airlines Inc.",14747,"SEA",13342,"MKE",1,
"AS","Alaska Airlines Inc.",14747,"SEA",10140,"ABQ",1,
"AS","Alaska Airlines Inc.",14747,"SEA",12339,"IND",1,
"AS","Alaska Airlines Inc.",14747,"SEA",12173,"HNL",1,
"AS","Alaska Airlines Inc.",14747,"SEA",13830,"OGG",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14492,"RDU",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14100,"PHL",1,
"AS","Alaska Airlines Inc.",14747,"SEA",13495,"MSY",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14122,"PIT",1,
"AS","Alaska Airlines Inc.",14747,"SEA",12264,"IAD",1,
"AS","Alaska Airlines Inc.",14747,"SEA",11298,"DFW",1,
"AS","Alaska Airlines Inc.",14747,"SEA",10693,"BNA",1,
"AS","Alaska Airlines Inc.",14747,"SEA",10397,"ATL",1,
"AS","Alaska Airlines Inc.",14747,"SEA",12892,"LAX",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14831,"SJC",1,
"AS","Alaska Airlines Inc.",14747,"SEA",11697,"FLL",1,
"AS","Alaska Airlines Inc.",14747,"SEA",11630,"FAI",1,
"AS","Alaska Airlines Inc.",14747,"SEA",12523,"JNU",1,
"AS","Alaska Airlines Inc.",14747,"SEA",10721,"BOS",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14107,"PHX",1,
"AS","Alaska Airlines Inc.",14747,"SEA",10926,"CDV",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14828,"SIT",1,
"AS","Alaska Airlines Inc.",14747,"SEA",12819,"KTN",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14256,"PSG",1,
"AS","Alaska Airlines Inc.",14747,"SEA",15841,"WRG",1,
"AS","Alaska Airlines Inc.",14747,"SEA",15991,"YAK",1,
"AS","Alaska Airlines Inc.",14747,"SEA",10800,"BUR",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14771,"SFO",1,
"AS","Alaska Airlines Inc.",14747,"SEA",12982,"LIH",1,
"AS","Alaska Airlines Inc.",14747,"SEA",10423,"AUS",1,
"AS","Alaska Airlines Inc.",14747,"SEA",14908,"SNA",1,
"AS","Alaska Airlines Inc.",14747,"SEA",10299,"ANC",1,
"AS","Alaska Airlines Inc.",14747,"SEA",12758,"KOA",1,
"AS","Alaska Airlines Inc.",14747,"SEA",15376,"TUS",1,
"AS","Alaska Airlines Inc.",14747,"SEA",13198,"MCI",1,
"AS","Alaska Airlines Inc.",14747,"SEA",11278,"DCA",1,
"AS","Alaska Airlines Inc.",14747,"SEA",12478,"JFK",1,
"AS","Alaska Airlines Inc.",14747,"SEA",13204,"MCO",1,
"AS","Alaska Airlines Inc.",14747,"SEA",10994,"CHS",1,
"AS","Alaska Airlines Inc.",14747,"SEA",13851,"OKC",1,
